base_price,discount_percentage,quantity,manufacturer,tax_amount,product_id,category,sku,taxless_price,unit_discount_amount,min_price,_id,discount_amount,created_on,product_name,price,taxful_price,base_unit_price
16.99,0,1,Pyramidustries active,0,39475547,Women's Clothing,ZO0223202232,16.99,0.0,7.82,sold_product_585880_10554,0.0,2016-12-27 07:24:58,Tracksuit bottoms - Pale Violet Red,16.99,16.99,16.99
41.99,0,1,Oceanavigations,0,42402177,Women's Clothing,ZO0267602676,41.99,0.0,23.09,sold_product_727462_22882,0.0,2016-12-18 00:59:02,Cardigan - black,41.99,41.99,41.99
74.99,0,1,Oceanavigations,0,39058017,Women's Shoes,ZO0249902499,74.99,0.0,35.25,sold_product_727269_22880,0.0,2016-12-26 03:41:46,Boots - black,74.99,74.99,74.99
32.99,0,1,Tigress Enterprises,0,43864701,Women's Clothing,ZO0068400684,32.99,0.0,17.48,sold_product_727269_12484,0.0,2016-12-26 03:41:46,Cardigan - black/white,32.99,32.99,32.99
13.99,0,1,Champion Arts,0,32356464,Women's Clothing,ZO0494704947,13.99,0.0,6.58,sold_product_727269_21362,0.0,2016-12-26 03:41:46,Long sleeved top - blue,13.99,13.99,13.99
49.99,0,1,Pyramidustries,0,47007182,Women's Shoes,ZO0143401434,49.99,0.0,25.49,sold_product_551542_13854,0.0,2016-12-01 20:35:31,Lace-up boots - black,49.99,49.99,49.99
28.99,0,1,Tigress Enterprises,0,35420610,Women's Accessories,ZO0089100891,28.99,0.0,13.05,sold_product_727381_18383,0.0,2016-12-19 10:46:34,Handbag - taupe/black/pink,28.99,28.99,28.99
11.99,0,1,Pyramidustries,0,42522846,Women's Clothing,ZO0157601576,11.99,0.0,6.11,sold_product_584723_16651,0.0,2016-12-26 10:24:58,Vest - white,11.99,11.99,11.99
36.99,0,1,Tigress Enterprises,0,43812675,Women's Clothing,ZO0035300353,36.99,0.0,20.34,sold_product_727381_13090,0.0,2016-12-19 10:46:34,Summer dress - black,36.99,36.99,36.99
64.99,0,1,Oceanavigations,0,48333960,Women's Shoes,ZO0251402514,64.99,0.0,34.44,sold_product_727381_7438,0.0,2016-12-19 10:46:34,Trainers - Midnight Blue,64.99,64.99,64.99
17.99,0,1,Angeldale,0,42478659,Men's Accessories,ZO0700707007,17.99,0.0,8.28,sold_product_557816_19655,0.0,2016-12-06 12:08:38,Belt - black,17.99,17.99,17.99
10.99,0,1,Low Tide Media,0,1197926,Men's Accessories,ZO0459704597,10.99,0.0,5.06,sold_product_585985_12500,0.0,2016-12-27 09:47:31,Gloves - dark grey multicolor/bordeaux,10.99,10.99,10.99
16.99,0,1,Oceanavigations,0,37145767,Men's Clothing,ZO0293702937,16.99,0.0,8.83,sold_product_718424_17739,0.0,2016-12-27 13:10:34,Long sleeved top - khaki,16.99,16.99,16.99
22.99,0,1,Elitelligence,0,37720451,Men's Clothing,ZO0592705927,22.99,0.0,11.04,sold_product_554901_23793,0.0,2016-12-04 08:00:58,Hoodie - mottled light grey,22.99,22.99,22.99
32.99,0,1,Low Tide Media,0,38221381,Men's Accessories,ZO0464804648,32.99,0.0,17.48,sold_product_722229_18185,0.0,2016-12-26 10:00:29,Weekend bag - brown/brown,32.99,32.99,32.99
32.99,0,1,Microlutions,0,4131698,Men's Clothing,ZO0122401224,32.99,0.0,15.51,sold_product_720666_23557,0.0,2016-12-28 14:15:22,Jumper - beige,32.99,32.99,32.99
41.99,0,1,Low Tide Media,0,43357885,Men's Shoes,ZO0397103971,41.99,0.0,21.41,sold_product_591976_18002,0.0,2016-12-31 21:41:46,Boots - brown,41.99,41.99,41.99
16.99,0,1,Elitelligence,0,33028204,Men's Clothing,ZO0565705657,16.99,0.0,9.34,sold_product_720666_16950,0.0,2016-12-28 14:15:22,Long sleeved top - Medium Slate Blue,16.99,16.99,16.99
28.99,0,1,Elitelligence,0,51605574,Men's Clothing,ZO0590205902,28.99,0.0,14.21,sold_product_715061_13695,0.0,2016-12-19 19:59:31,Sweatshirt - white,28.99,28.99,28.99
199.99,0,1,Oceanavigations,0,50615765,Men's Clothing,ZO0291402914,199.99,0.0,92.01,sold_product_562149_16955,0.0,2016-12-09 16:24:58,Classic coat - navy,199.99,199.99,199.99
24.99,0,1,Oceanavigations,0,40276068,Men's Clothing,ZO0297002970,24.99,0.0,12.25,sold_product_715061_16663,0.0,2016-12-19 19:59:31,Jumper - dark grey multicolor,24.99,24.99,24.99
12.99,0,1,Low Tide Media,0,6568127,Men's Clothing,ZO0476504765,12.99,0.0,7.14,sold_product_715061_14513,0.0,2016-12-19 19:59:31,3 PACK - Shorts - Blue Violety/navy/grey,12.99,12.99,12.99
32.99,0,1,Microlutions,0,46455283,Men's Clothing,ZO0125301253,32.99,0.0,16.17,sold_product_554099_20018,0.0,2016-12-03 18:00:00,Sweatshirt - Medium Spring Green,32.99,32.99,32.99
24.99,0,1,Elitelligence,0,34366102,Men's Shoes,ZO0507105071,24.99,0.0,11.75,sold_product_578916_19674,0.0,2016-12-22 04:48:00,Trainers - brown,24.99,24.99,24.99
74.99,0,1,Low Tide Media,0,40220752,Men's Clothing,ZO0428704287,74.99,0.0,33.75,sold_product_574079_15667,0.0,2016-12-18 12:37:26,Summer jacket - dark blue,74.99,74.99,74.99
41.99,0,1,Oceanavigations,0,6844409,Women's Accessories,ZO0320003200,41.99,0.0,22.67,sold_product_720445_12699,0.0,2016-12-12 10:17:46,Weekend bag - dessert,41.99,41.99,41.99
79.99,0,1,Angeldale,0,2129027,Men's Shoes,ZO0687606876,79.99,0.0,42.39,sold_product_716724_23975,0.0,2016-12-31 08:28:19,Winter boots - cognac,79.99,79.99,79.99
59.99,0,1,Oceanavigations,0,47608896,Men's Clothing,ZO0290502905,59.99,0.0,32.99,sold_product_716724_6338,0.0,2016-12-31 08:28:19,Trenchcoat - black,59.99,59.99,59.99
21.99,0,1,Microlutions,0,38963117,Women's Accessories,ZO0126701267,21.99,0.0,10.34,sold_product_716724_14116,0.0,2016-12-31 08:28:19,Watch - black,21.99,21.99,21.99
11.99,0,1,Oceanavigations,0,50416775,Men's Accessories,ZO0308503085,11.99,0.0,6.11,sold_product_575035_15290,0.0,2016-12-19 05:48:29,Hat - light grey multicolor,11.99,11.99,11.99
16.99,0,1,Elitelligence,0,47019441,Men's Clothing,ZO0580905809,16.99,0.0,8.33,sold_product_552271_2887,0.0,2016-12-02 09:31:41,Sweatshirt - oliv,16.99,16.99,16.99
24.99,0,1,Elitelligence,0,47122587,Men's Clothing,ZO0595205952,24.99,0.0,13.24,sold_product_585636_22606,0.0,2016-12-27 03:04:19,Sweatshirt - mottled grey,24.99,24.99,24.99
14.99,0,1,Elitelligence,0,31508759,Men's Clothing,ZO0527605276,14.99,0.0,7.64,sold_product_578355_13586,0.0,2016-12-21 18:23:02,Tracksuit bottoms - dark grey multicolor,14.99,14.99,14.99
24.99,0,1,Low Tide Media,0,37621862,Men's Clothing,ZO0457304573,24.99,0.0,11.5,sold_product_576663_19930,0.0,2016-12-20 11:32:38,Tracksuit top - dark blue multicolor,24.99,24.99,24.99
12.99,0,1,Elitelligence,0,34944273,Men's Clothing,ZO0562905629,12.99,0.0,6.5,sold_product_561878_17804,0.0,2016-12-09 11:15:22,Long sleeved top - mottled dark grey,12.99,12.99,12.99
59.99,0,1,Gnomehouse,0,44263141,Women's Clothing,ZO0353103531,59.99,0.0,31.79,sold_product_576696_22364,0.0,2016-12-20 12:15:50,Cardigan - black,59.99,59.99,59.99
14.99,0,1,Tigress Enterprises,0,49953830,Women's Accessories,ZO0079500795,14.99,0.0,7.79,sold_product_576473_16364,0.0,2016-12-20 08:16:48,Watch - black,14.99,14.99,14.99
10.99,0,1,Pyramidustries,0,31294046,Women's Accessories,ZO0192701927,10.99,0.0,5.17,sold_product_586220_12978,0.0,2016-12-27 13:58:05,Scarf - offwhite/black,10.99,10.99,10.99
49.99,0,1,Angeldale,0,40276011,Women's Shoes,ZO0670806708,49.99,0.0,23.01,sold_product_575420_24406,0.0,2016-12-19 12:47:31,High heeled sandals - Midnight Blue,49.99,49.99,49.99
41.99,0,1,Pyramidustries,0,49817430,Women's Shoes,ZO0141301413,41.99,0.0,21.41,sold_product_579953_19663,0.0,2016-12-22 23:29:46,Cowboy/Biker boots - black,41.99,41.99,41.99
13.99,0,1,Pyramidustries,0,32556376,Women's Accessories,ZO0209102091,13.99,0.0,7.41,sold_product_579953_15679,0.0,2016-12-22 23:29:46,Clutch - black,13.99,13.99,13.99
49.99,0,1,Gnomehouse,0,35008370,Women's Shoes,ZO0325203252,49.99,0.0,25.99,sold_product_579996_18807,0.0,2016-12-23 00:18:43,Ankle boots - black,49.99,49.99,49.99
13.99,0,1,Spherecords Maternity,0,50041873,Women's Clothing,ZO0705207052,13.99,0.0,7.01,sold_product_557193_16407,0.0,2016-12-06 01:06:14,Maxi skirt - mid grey multicolor,13.99,13.99,13.99
10.99,0,1,Low Tide Media,0,48346739,Men's Clothing,ZO0439104391,10.99,0.0,5.71,sold_product_715219_23440,0.0,2016-12-28 11:11:02,Print T-shirt - grey multicolor,10.99,10.99,10.99
16.99,0,1,Elitelligence,0,33712748,Men's Accessories,ZO0600606006,16.99,0.0,9.01,sold_product_580047_11895,0.0,2016-12-23 00:59:02,Watch - black,16.99,16.99,16.99
24.99,0,1,Spherecords,0,1068944,Women's Clothing,ZO0655206552,24.99,0.0,11.75,sold_product_580088_24526,0.0,2016-12-23 01:33:36,Cardigan - black,24.99,24.99,24.99
7.99,0,1,Elitelligence,0,46500920,Men's Clothing,ZO0614006140,7.99,0.0,3.68,sold_product_580168_22461,0.0,2016-12-23 02:57:07,3 PACK - Socks - white,7.99,7.99,7.99
28.99,0,1,Oceanavigations,0,6259159,Men's Clothing,ZO0298602986,28.99,0.0,14.78,sold_product_581282_20429,0.0,2016-12-23 23:11:02,Jumper - navy,28.99,28.99,28.99
64.99,0,1,Spherecords,0,33875067,Women's Clothing,ZO0652906529,64.99,0.0,33.14,sold_product_576925_22063,0.0,2016-12-20 16:07:41,Jumper - grey multicolor,64.99,64.99,64.99
22.99,0,1,Tigress Enterprises Curvy,0,32942036,Women's Clothing,ZO0104801048,22.99,0.0,12.18,sold_product_576925_22629,0.0,2016-12-20 16:07:41,Print T-shirt - black,22.99,22.99,22.99
41.99,0,1,Tigress Enterprises,0,31299289,Women's Clothing,ZO0044400444,41.99,0.0,22.25,sold_product_570708_21464,0.0,2016-12-16 00:15:50,Jumper dress - red/black,41.99,41.99,41.99
74.99,0,1,Oceanavigations,0,31546667,Women's Shoes,ZO0244702447,74.99,0.0,36.75,sold_product_726507_23708,0.0,2016-12-17 18:44:38,Boots - Midnight Blue,74.99,74.99,74.99
32.99,0,1,Pyramidustries active,0,46858785,Women's Shoes,ZO0216402164,32.99,0.0,16.82,sold_product_570552_10729,0.0,2016-12-15 21:04:19,Sports shoes - dark blue,32.99,32.99,32.99
64.99,0,1,Angeldale,0,42723219,Women's Shoes,ZO0666306663,64.99,0.0,35.74,sold_product_570552_23042,0.0,2016-12-15 21:04:19,High heels - gold,64.99,64.99,64.99
28.99,0,1,Tigress Enterprises,0,926270,Women's Accessories,ZO0089300893,28.99,0.0,14.78,sold_product_580214_23196,0.0,2016-12-23 03:44:38,Handbag - taupe/black/pink,28.99,28.99,28.99
11.99,0,1,Spherecords,0,33506465,Women's Clothing,ZO0644106441,11.99,0.0,5.64,sold_product_580214_14636,0.0,2016-12-23 03:44:38,2 PACK - Top - white/dark blue/dark blue,11.99,11.99,11.99
24.99,0,1,Oceanavigations,0,33354168,Men's Clothing,ZO0297302973,24.99,0.0,11.5,sold_product_714391_13031,0.0,2016-12-16 13:49:26,Jumper - black/white,24.99,24.99,24.99
11.99,0,1,Low Tide Media,0,43314126,Men's Clothing,ZO0441804418,11.99,0.0,5.76,sold_product_719317_18236,0.0,2016-12-05 20:12:29,Polo shirt - bordeaux,11.99,11.99,11.99
16.99,0,1,Pyramidustries,0,47933392,Women's Clothing,ZO0167401674,16.99,0.0,8.49,sold_product_588476_13898,0.0,2016-12-29 05:54:14,Vest - silver,16.99,16.99,16.99
64.99,0,1,Oceanavigations,0,51821712,Women's Shoes,ZO0241502415,64.99,0.0,30.55,sold_product_573141_16784,0.0,2016-12-17 19:43:41,Trainers - silver,64.99,64.99,64.99
10.99,0,1,Low Tide Media,0,47057070,Men's Clothing,ZO0474204742,10.99,0.0,5.71,sold_product_590432_11201,0.0,2016-12-30 17:03:50,2 PACK - Boxer shorts - dark blue/light blue,10.99,10.99,10.99
20.99,0,1,Elitelligence,0,43902407,Men's Clothing,ZO0574005740,20.99,0.0,10.7,sold_product_558375_18394,0.0,2016-12-06 21:14:24,Jumper - black,20.99,20.99,20.99
209.99,0,1,Oceanavigations,0,49693345,Men's Clothing,ZO0291602916,209.99,0.0,100.8,sold_product_555286_14865,0.0,2016-12-04 15:02:53,Classic coat - navy,209.99,209.99,209.99
11.99,0,1,Oceanavigations,0,1263722,Men's Clothing,ZO0292302923,11.99,0.0,6.47,sold_product_578975_12037,0.0,2016-12-22 05:51:22,Basic T-shirt - offwhite,11.99,11.99,11.99
74.99,0,1,Gnomehouse,0,51042056,Women's Accessories,ZO0358803588,74.99,0.0,41.24,sold_product_579014_14989,0.0,2016-12-22 06:33:07,Rucksack - cognac,74.99,74.99,74.99
16.99,0,1,Pyramidustries,0,339429,Women's Clothing,ZO0179601796,16.99,0.0,7.82,sold_product_579014_18559,0.0,2016-12-22 06:33:07,Sweatshirt - grey multicolor,16.99,16.99,16.99
59.99,0,1,Low Tide Media,0,3257032,Men's Shoes,ZO0401004010,59.99,0.0,27.01,sold_product_571024_16131,0.0,2016-12-16 05:49:55,Lace-up boots - black,59.99,59.99,59.99
59.99,0,1,Oceanavigations,0,39024454,Men's Shoes,ZO0257802578,59.99,0.0,32.99,sold_product_578650_15886,0.0,2016-12-22 00:02:53,Boots - dark brown,59.99,59.99,59.99
84.99,0,1,Oceanavigations,0,3549934,Men's Accessories,ZO0314503145,84.99,0.0,41.65,sold_product_714827_13515,0.0,2016-12-31 11:08:10,Laptop bag - brandy,84.99,84.99,84.99
16.99,0,1,Elitelligence,0,34927870,Men's Shoes,ZO0507905079,16.99,0.0,8.33,sold_product_573726_12818,0.0,2016-12-18 06:02:53,Trainers - black,16.99,16.99,16.99
37.99,0,1,Spherecords,0,43864288,Women's Clothing,ZO0657506575,37.99,0.0,20.13,sold_product_576063_24436,0.0,2016-12-20 00:47:31,Down jacket - black,37.99,37.99,37.99
21.99,0,1,Spherecords Curvy,0,36308101,Women's Clothing,ZO0710807108,21.99,0.0,12.09,sold_product_588867_16672,0.0,2016-12-29 13:17:46,Blouse - off white,21.99,21.99,21.99
64.99,0,1,Oceanavigations,0,31324877,Men's Clothing,ZO0275902759,64.99,0.0,35.09,sold_product_567437_16571,0.0,2016-12-13 14:44:10,Suit jacket - black,64.99,64.99,64.99
24.99,0,1,Elitelligence,0,50350530,Men's Clothing,ZO0576605766,24.99,0.0,13.24,sold_product_555938_7051,0.0,2016-12-05 03:05:46,Jumper - green,24.99,24.99,24.99
32.99,0,1,Microlutions,0,2565792,Men's Clothing,ZO0112101121,32.99,0.0,17.48,sold_product_713950_24419,0.0,2016-12-28 22:14:53,Cargo trousers - oliv,32.99,32.99,32.99
28.99,0,1,Elitelligence,0,6102908,Men's Clothing,ZO0530405304,28.99,0.0,13.92,sold_product_553689_20207,0.0,2016-12-03 10:53:46,Trousers - black,28.99,28.99,28.99
14.99,0,1,Spritechnologies,0,50803208,Men's Clothing,ZO0630406304,14.99,0.0,6.9,sold_product_568044_12799,0.0,2016-12-14 01:26:24,Undershirt - dark grey multicolor,14.99,14.99,14.99
16.99,0,1,Microlutions,0,3125977,Men's Clothing,ZO0120201202,16.99,0.0,8.83,sold_product_722039_18008,0.0,2016-12-19 10:03:22,Long sleeved top - purple,16.99,16.99,16.99
20.99,0,1,Tigress Enterprises,0,43482185,Women's Shoes,ZO0006400064,20.99,0.0,10.7,sold_product_589894_14761,0.0,2016-12-30 07:33:36,Classic heels - blue,20.99,20.99,20.99
20.99,0,1,Pyramidustries,0,3714100,Women's Clothing,ZO0150601506,20.99,0.0,9.87,sold_product_562978_11632,0.0,2016-12-10 07:06:14,Summer dress - coral/pink,20.99,20.99,20.99
16.99,0,1,Spherecords,0,46130148,Women's Clothing,ZO0652406524,16.99,0.0,8.16,sold_product_576205_11641,0.0,2016-12-20 03:30:14,Jumper - off white/black,16.99,16.99,16.99
32.99,0,1,Pyramidustries,0,34981913,Women's Shoes,ZO0139201392,32.99,0.0,16.5,sold_product_576208_16893,0.0,2016-12-20 03:31:41,Ankle boots - new khaki,32.99,32.99,32.99
36.99,0,1,Oceanavigations,0,35167685,Women's Clothing,ZO0259702597,36.99,0.0,17.76,sold_product_564804_16840,0.0,2016-12-11 15:17:17,Pencil skirt - black,36.99,36.99,36.99
33.99,0,1,Tigress Enterprises,0,53560311,Women's Shoes,ZO0017500175,33.99,0.0,18.35,sold_product_589477_5879,0.0,2016-12-30 00:28:48,Cowboy/Biker boots - black,33.99,33.99,33.99
74.99,0,1,Angeldale,0,50836009,Men's Shoes,ZO0692606926,74.99,0.0,38.24,sold_product_578409_1812,0.0,2016-12-21 19:35:02,Boots - black,74.99,74.99,74.99
28.99,0,1,Low Tide Media,0,53035093,Men's Clothing,ZO0451804518,28.99,0.0,15.94,sold_product_566042_2775,0.0,2016-12-12 12:38:53,Jumper - white/dark blue,28.99,28.99,28.99
7.99,0,1,Tigress Enterprises,0,50436075,Women's Accessories,ZO0077900779,7.99,0.0,4.31,sold_product_587954_13071,0.0,2016-12-28 21:04:19,Sunglasses - black,7.99,7.99,7.99
14.99,0,1,Tigress Enterprises,0,31780330,Women's Shoes,ZO0000500005,14.99,0.0,7.5,sold_product_587954_11563,0.0,2016-12-28 21:04:19,Trainers - white,14.99,14.99,14.99
16.99,0,1,Pyramidustries active,0,2963490,Women's Clothing,ZO0224502245,16.99,0.0,9.34,sold_product_588016_23791,0.0,2016-12-28 22:00:29,Tights - black,16.99,16.99,16.99
41.99,0,1,Crystal Lighting,0,5995368,Women's Clothing,ZO0484604846,41.99,0.0,22.67,sold_product_588016_21101,0.0,2016-12-28 22:00:29,Soft shell jacket - grey multicolor,41.99,41.99,41.99
28.99,0,1,Pyramidustries,0,46134461,Women's Clothing,ZO0146901469,28.99,0.0,13.63,sold_product_570040_17673,0.0,2016-12-15 12:14:24,Jumpsuit - black,28.99,28.99,28.99
10.99,0,1,Tigress Enterprises,0,44767226,Women's Accessories,ZO0092900929,10.99,0.0,5.6,sold_product_587327_17008,0.0,2016-12-28 09:43:12,Clutch - black ,10.99,10.99,10.99
49.99,0,1,Low Tide Media,0,37215955,Women's Shoes,ZO0376403764,49.99,0.0,25.01,sold_product_583083_18495,0.0,2016-12-25 05:51:22,Ankle boots - cognac,49.99,49.99,49.99
28.99,0,1,Tigress Enterprises,0,35191492,Women's Clothing,ZO0050800508,28.99,0.0,14.78,sold_product_590927_22598,0.0,2016-12-31 02:32:38,Shift dress - black,28.99,28.99,28.99
33.99,0,1,Tigress Enterprises,0,36481470,Women's Clothing,ZO0070300703,33.99,0.0,16.66,sold_product_584875_21098,0.0,2016-12-26 12:51:50,Cardigan - red,33.99,33.99,33.99
20.99,0,1,Pyramidustries,0,86003,Women's Clothing,ZO0180501805,20.99,0.0,10.49,sold_product_584875_20284,0.0,2016-12-26 12:51:50,Hoodie - black,20.99,20.99,20.99
28.99,0,1,Oceanavigations,0,39648211,Men's Clothing,ZO0298902989,28.99,0.0,15.36,sold_product_572633_19751,0.0,2016-12-17 10:17:46,Print T-shirt - navy,28.99,28.99,28.99
28.99,0,1,Low Tide Media,0,50462654,Men's Clothing,ZO0454104541,28.99,0.0,13.05,sold_product_557921_15626,0.0,2016-12-06 13:46:34,Jumper - olive/dark blue,28.99,28.99,28.99
20.99,0,1,Elitelligence,0,49226769,Men's Clothing,ZO0523805238,20.99,0.0,9.66,sold_product_567852_12928,0.0,2016-12-13 21:36:00,Shirt - black /grey,20.99,20.99,20.99
64.99,0,1,Low Tide Media,0,54592777,Men's Shoes,ZO0404104041,64.99,0.0,31.85,sold_product_583706_1162,0.0,2016-12-25 16:30:43,Cowboy/Biker boots - brown,64.99,64.99,64.99
28.99,0,1,Gnomehouse,0,32570198,Women's Clothing,ZO0345203452,28.99,0.0,13.63,sold_product_583446_23005,0.0,2016-12-25 12:20:10,Blouse - navy blazer,28.99,28.99,28.99
18.99,0,1,Pyramidustries,0,34642271,Women's Clothing,ZO0147501475,18.99,0.0,8.93,sold_product_725047_14640,0.0,2016-12-05 17:34:05,Trousers - khaki,18.99,18.99,18.99
32.99,0,1,Oceanavigations,0,31540074,Men's Clothing,ZO0297702977,32.99,0.0,17.48,sold_product_574649_17431,0.0,2016-12-18 23:08:10,Jumper - black/white,32.99,32.99,32.99
32.99,0,1,Oceanavigations,0,34081119,Men's Accessories,ZO0316103161,32.99,0.0,15.18,sold_product_718072_15662,0.0,2016-12-03 09:30:14,Briefcase - black ,32.99,32.99,32.99
24.99,0,1,Low Tide Media,0,47639646,Men's Clothing,ZO0457904579,24.99,0.0,13.74,sold_product_582570_12038,0.0,2016-12-24 20:42:43,Sweatshirt - grey multicolor,24.99,24.99,24.99
32.99,0,1,Oceanavigations,0,42244011,Women's Clothing,ZO0265902659,32.99,0.0,17.81,sold_product_550771_17772,0.0,2016-12-01 07:09:07,Blouse - Medium Slate Blue,32.99,32.99,32.99
41.99,0,1,Gnomehouse,0,49860049,Women's Clothing,ZO0332103321,41.99,0.0,21.41,sold_product_725995_15404,0.0,2016-12-11 13:16:19,Shift dress - Lemon Chiffon,41.99,41.99,41.99
41.99,0,1,Elitelligence,0,35545522,Men's Clothing,ZO0538505385,41.99,0.0,21.83,sold_product_554851_14587,0.0,2016-12-04 07:10:34,Summer jacket - black,41.99,41.99,41.99
10.99,0,1,Elitelligence,0,44146315,Men's Clothing,ZO0547305473,10.99,0.0,5.17,sold_product_550810_19045,0.0,2016-12-01 07:56:38,Seratonin - Long sleeved top - khaki,10.99,10.99,10.99
32.99,0,1,Oceanavigations,0,44471280,Women's Shoes,ZO0242002420,32.99,0.0,15.84,sold_product_550900_12267,0.0,2016-12-01 09:21:36,Sandals - Misty Rose,32.99,32.99,32.99
59.99,0,1,Oceanavigations,0,38270608,Women's Shoes,ZO0246102461,59.99,0.0,31.19,sold_product_580015_5921,0.0,2016-12-23 00:34:34,Ankle boots - tan,59.99,59.99,59.99
59.99,0,1,Oceanavigations,0,32586402,Women's Shoes,ZO0240802408,59.99,0.0,30.59,sold_product_550405_14517,0.0,2016-12-01 00:23:02,Trainers - rosa,59.99,59.99,59.99
11.99,0,1,Tigress Enterprises,0,32792042,Women's Accessories,ZO0083400834,11.99,0.0,6.35,sold_product_731999_14132,0.0,2016-12-16 01:07:41,Scarf - offwhite,11.99,11.99,11.99
41.99,0,1,Low Tide Media,0,44267470,Men's Shoes,ZO0393703937,41.99,0.0,22.67,sold_product_552346_15528,0.0,2016-12-02 10:42:14,Lace-ups - black,41.99,41.99,41.99
28.99,0,1,Elitelligence,0,31884711,Women's Accessories,ZO0605206052,28.99,0.0,15.07,sold_product_552346_13535,0.0,2016-12-02 10:42:14,Weekend bag - washed black/cognac,28.99,28.99,28.99
29.99,0,1,Tigress Enterprises,0,38950239,Women's Shoes,ZO0019300193,29.99,0.0,15.89,sold_product_571473_7459,0.0,2016-12-16 13:43:41,High heeled ankle boots - black,29.99,29.99,29.99
